,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,售房详情,税费解析,权属抵押,户型介绍,周边配套,小区介绍,适宜人群,装修描述,交通出行,房源核验码,查询房管备案记录,别墅类型,用水类型,用电类型,燃气价格
478,小区环境好！户型佳！交通便捷！,170万,18128,新北区恐龙园,世茂香槟湖五期,3室2厅1厨1卫,高楼层 (共29层),93.78㎡,平层,暂无数据,板塔结合,南,框架结构,毛坯,两梯五户,有,暂无数据,2023-06-01,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,小区环境优雅，配套成熟，交通便利，居住舒适。,业主人非 常友好、热情，很有诚意出售。欢迎看房，随时恭候户型棒，成熟小区管理。,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率），若买方此次购 房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税 均按照3%收取。,,,生活设施齐 ，农贸菜场 商场 饮食近在咫尺 生活起居很方便。,,,,,,,,,,
479,地理位置优越 小区环境优美，人车分流,160万,16407,新北区恐龙园,世茂香槟湖三期,3室2厅1厨1卫,低楼层 (共31层),97.52㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2023-07-13,商品房,2017-08-08,普通住宅,暂无数据,共有,有抵押,已上传房本照片,此房三朝南户型 人车分流 自住精装 诚心出售,,,,,小区东在建大型菜场，北有世茂广场，各种生活配套完善，另有龙湖天街（在造）紧靠恐龙园（迪诺水镇）。南靠紫荆公园东经120金融圈。,世茂三期的环境是公认的在整个世茂小区比较好的。绿化覆盖率高！人车分流。24小时安保！物业管理收费低。居住成本低。,,,小区门口共享单车，路边方便停车，小区内也可缴费临时停车，房子北侧距离公交车站100米，打车方便。,,,,,,
480,恐龙园—龙湖星图—精装好房—诚心出售,100万,10036,新北区恐龙园,龙湖星图,2室1厅1厨1卫,中楼层 (共26层),99.65㎡,暂无数据,暂无数据,暂无数据,南,未知结构,精装,暂无数据,暂无数据,暂无数据,2023-06-01,商品房,暂无数据,商业办公类,暂无数据,非共有,有抵押 35,未上传房本照片,恐龙园位置好看尽恐龙园夜景精装诚心出售,房东诚心出售，看中价格好聊，看中随时可以安排线下见面聊价，欢迎随时来看房,,权属抵押： 此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,,,虽然是但是精致小区式布局亭台楼榭健身设施游乐场乒乓球桌精致小区，雅静优质,用于自出租自己办公也可以用于自己度假休闲之地修养身心逛逛迪诺水镇玩玩恐龙园,,出门就是主路，有公交，共享大单车后续还会有地铁，高架出行也方便，无论步行，骑车，开车，或者后续地铁都方便,,,,未知,未知,
481,恐龙园旁时代上院精装3房，中上楼层，视野采光好,180万,17056,新北区恐龙园,九龙仓时代上院,3室2厅1厨1卫,高楼层 (共26层),105.54㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2022-05-14,商品房,2020-01-16,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,"户型方正,视野宽阔,采光充足,配套设施齐全,交通便利","业主诚心出售，随时好看房，采光好，热情,很有诚意出售。欢迎看房,随时恭候，户型棒,成熟小区管理","契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,配套完善，生活设施齐 银行 菜场 商场 饮食近在咫尺 生活起居很方便。,,,,,,,,,,
482,秀江南简约风装修联排别墅诚意出售！欢迎来看，价可谈,408万,17806,天宁区恐龙园,长兴秀江南,5室2厅1厨3卫,低楼层 (共3层),229.14㎡,,暂无数据,,南,未知结构,精装,,,暂无数据,2023-03-02,商品房,2014-07-09,别墅,暂无数据,共有,有抵押,已上传房本照片,纯别墅区  临水 居住环境好.此房简约装修 房东诚心卖,,税费：首套房契税是1.5%，二套是2%，三套及以上是3%，如不满两年增加5.3%的增值税,,户型方正 房东装修的格局也很合理 地面三层 地下一层 带花园 可停两辆车，停车方便！,,,纯别墅区，环境优美 小区整体居住群体比较好，老少皆宜，欢迎您来入住！,,,,,暂无数据,,,
483,龙虎塘板块纯别墅社区，小区私密性好，一家人住的舒服,460万,20446,新北区恐龙园,香树湾花园,5室2厅1厨3卫,低楼层 (共3层),224.99㎡,暂无数据,211.78㎡,暂无数据,南,未知结构,精装,暂无数据,暂无数据,暂无数据,2023-06-08,商品房,2015-10-15,普通住宅,暂无数据,共有,有抵押 20万元,已上传房本照片,香树湾精装别墅，类似四合院格局，有院子，环境优美,业主诚意出售，家里是精装修的，手续齐全，价格公道，看房方便，节省您的时间和精力,,,,,小区地理位置好，绿化好，居民素质高 配套：有健身器材，可供小区居民使用 车位：停车位充足，建有地上停车场和地下车库 保安：小区内24小时保安巡逻,类似于四合院的别墅，户型方正，布局合理，无浪费面积，有院子 小区安静舒适，环境优美，适宜居住,,,,,,,,
484,纯别墅区 临水 居住环境好.此房户型方正 房东诚心卖,750万,31056,天宁区恐龙园,长兴秀江南,4室3厅1厨3卫,低楼层 (共3层),241.5㎡,,暂无数据,,南,未知结构,精装,,,暂无数据,2023-09-23,商品房,2017-09-25,别墅,暂无数据,非共有,有抵押,已上传房本照片,纯别墅区 临水 居住环境好.此房户型方正 房东诚心卖,,税费：首套房契税是1.5%，二套是2%，三套及以上是3%，如不满两年增加5.3%的增值税,,户型方正 房子格局也很合理 地面三层 地下一层 带花园 可停两辆车，停车方便！,,,纯别墅区，环境优美 小区整体居住群体比较好，老少皆宜，欢迎您来入住！,,,,,暂无数据,,,
485,世茂广场复式公寓房 楼层好户型好采光足精装71平75万,75万,10564,新北区恐龙园,世茂广场,2室0厅0厨0卫,中楼层 (共25层),71㎡,暂无数据,暂无数据,板塔结合,南 北,框架结构,精装,六梯五十八户,有,暂无数据,2021-04-15,商品房,2016-06-16,普通住宅,暂无数据,共有,无抵押,已上传房本照片,小区环境优雅，配套成熟，交通便利，教育资源丰富，居住舒适。,业主人非 常友好、热情，很有诚意出售。欢迎看房，随时恭候户型棒，成熟小区管理。,首套房契税是1.5%，二套是2%，三套及以上是3%，如不满两年增加5.3%的增值税。,,,生活设施齐 银行 *市 菜场 商场 饮食近在咫尺 生活起居很方便。,,,,,,,,,,
486,世茂香槟湖3.1期 毛坯四房 中间楼层 户型佳 配套完善,278万,17708,新北区恐龙园,世茂香槟湖三期,4室2厅1厨2卫,中楼层 (共33层),157㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,两梯三户,有,暂无数据,2022-11-21,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房通透格局，楼层好，视野开阔，采光充足，配套设施齐全,,,此房无贷款 无抵押，产权清晰，随时可以签约，业主诚意出售 看房方便。,,,世茂香槟湖3.1期是人车分流小区 物业管理好 24小时安保 小区环境优美。,,,世茂香槟湖3.1期的小区北侧就是太湖路，可以满足日常的交通出行，距离青洋高架也只有1公里,,,,,,
487,恐龙园旁 长兴修江南 别墅！只有163平326万,326万,20087,天宁区恐龙园,长兴秀江南,4室2厅1厨3卫,低楼层 (共3层),162.3㎡,,暂无数据,,南,未知结构,毛坯,,,暂无数据,2023-02-26,商品房,暂无数据,别墅,暂无数据,共有,无抵押,未上传房本照片,小区环境优雅，配套成熟，交通便利，居住舒适。,业主人非 常友好、热情，很有诚意出售。欢迎看房，随时恭候户型棒，成熟小区管理。,首套房契税是1.5%，二套是2%，三套及以上是3%，如不满两年增加5.3%的增值税。,,,生活设施齐 银行 菜场 商场 饮食近在咫尺 生活起居很方便。,,,,,,,暂无数据,,,
488,恐龙园旁 品质小区 户型好 楼层佳 视野采光无遮挡,292万,18599,新北区恐龙园,世茂香槟湖三期,4室1厅1厨2卫,中楼层 (共33层),157㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,两梯三户,有,暂无数据,2022-09-26,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,恐龙园旁 品质小区 户型好 楼层佳 视野采光无遮挡,,首套房契税是1.5%，二套是2%，三套及以上是3%，首套房契税是1.5%，二套是2%，三套及以上是3%,,此房房型漂亮，三开间朝南，北面有一个空中花园只算一半面积。主卧带飘窗和内卫。明厨明卫。,区东在建大型菜场，北有世茂广场，各种生活配套完善，另有龙湖天街（在造）紧靠恐龙园（迪诺水镇）。南靠紫荆公园东经120金融圈。,,,,,,,,,,
489,房东诚售世茂四期毛坯4室，户型方正，中间楼层,256万,17885,新北区恐龙园,世茂香槟湖四期,4室2厅1厨2卫,低楼层 (共33层),143.14㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-03-03,商品房,2018-08-06,普通住宅,暂无数据,共有,有抵押 业主自还,已上传房本照片,世茂香槟湖地块位于江苏省常州市高新区东南部，北邻恐龙园，南临青龙生活区，东西侧均为教育科研用地。规划范围东至东经120度，南至北塘河，西至老藻江河，北到河海东路。 世茂香槟湖总用地面积约为92万平米，建筑总面积约为,,恐龙园 迪诺水镇 江南环球港 奥体中x 新北万达广场 常发广场 沃尔玛 华润万家,,,,首套房90㎡以下1%，以上1.5% 二套房90㎡以下1%，以上2% 三套房不论面积大小均为3% 2.增值税及附加： 不满2年的5.6% 3.个人所得税1%。此房已经满两年了,,,,112463235491,此房三开间朝南，户型方正，中间楼层，看房方便,,,,
490,恐龙园边  靠着环球港  边上配套齐全  欢迎看房,138万,12331,新北区恐龙园,香树湾福园,3室2厅1厨1卫,中楼层 (共16层),111.92㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2023-04-18,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,房子精装修的  地段优越  小区环境优美,,目前在常州首房首贷首付2成，二贷首付3成，税费：契税：首套90平以下1个点，90以上1.5，二套90以下还是1个点，二套90以上2个点，3套不计面积都是3个，个税：房子满五唯一免征，不唯一1个点。增值税：满二：免征，不满二5.3增值税,,房子是三室两厅一厨一卫的  采光好  每个房间都很独立  空间好,,小区位于新北区恐龙园边上  出行方便  环境绿化都很好  安静和谐  欢迎看房,,,,,,,,,
491,龙湖星图 跃层纯毛坯 看房方便 诚心出售！,34万,10304,新北区恐龙园,龙湖星图,1室1厅1厨1卫,低楼层 (共20层),33㎡,平层,暂无数据,暂无数据,北,未知结构,毛坯,三梯二十四户,有,暂无数据,2023-09-05,商品房,暂无数据,商业办公类,暂无数据,非共有,无抵押,未上传房本照片,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程。,,契税首套房，90平米以下成交价的1，90平米以上成交价的1.5二套房90平以上成交价的22增值税产证满2年免收增值税未满2年征收5.33个税产证满五年而且是唯一套房免收个税未满5年成交价的1%,,朝北纯毛坯跃层，楼上楼下动静分离，可自由设计装修，有钥匙看房方便,,龙湖品牌物业，小区新环境好，小区人车分流，旁边就是4A景区恐龙园,,,,,,,未知,未知,
492,世茂一期 楼层好，视野宽阔，交通便利，精装房,115万,13443,新北区恐龙园,世茂香槟湖一期,2室2厅1厨1卫,低楼层 (共31层),85.55㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,2022-07-06,商品房,2019-06-06,普通住宅,暂无数据,共有,有抵押 业主自还,已上传房本照片,满二，楼层好，视野宽阔，欧式装修，交通便利，视野开阔.,,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%，三套3% 
2、增值税：产证满2年免收增值税，未满2年征收5.6％ 
3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,此房房型漂亮，双朝南，阳台设计，阳台长达6米。主卧带飘窗和内卫。明厨明卫。,,此房为世茂新的一期，交付时间2009年，小区新，楼道和小区公共区域环境干净整洁。 自己的物业公司，物业服务好，收费低。 人车分流，24小时安保。,,,,,,,,,
493,嘉宏·印山风华 0室0厅 南,610万,33523,新北区恐龙园,嘉宏·印山风华,0室0厅0厨0卫,中楼层 (共7层),181.97㎡,暂无数据,暂无数据,暂无数据,南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2023-07-24,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,,,,,,,,,,,,,,,,
494,世茂香槟湖五期，次新小区，好楼层，采光好，户型好，,210万,17451,新北区恐龙园,世茂香槟湖五期,3室2厅1厨2卫,高楼层 (共29层),120.34㎡,暂无数据,暂无数据,板塔结合,南,框架结构,毛坯,两梯五户,有,暂无数据,2023-03-22,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,次新小区，楼层好，采光好，视野开阔，南紫荆公园，北恐龙园,,,,次新小区，采光好，视野开阔，户型好，设计空间充足，随意设计，,,新北区繁华地段，交通方便，次新小区，配套成熟，龙湖原山，印山风华，山外有山旁边，南紫荆公园，北恐龙园，,适合上班的，喜欢繁华地段的，喜欢配套成熟的，喜欢次新小区的，,,,,,,,,
495,香树湾别墅和院 恐龙园前后院子小区环境优美邻居优质,460万,20176,新北区恐龙园,香树湾花园,9室2厅1厨6卫,低楼层 (共4层),228㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2023-05-28,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,带院子的别墅，小区环境优美，住户素质高， 户型方正,,契税首套房90平以下 1%，90平以上1.5%二套房90平以下1%，90平以上2%三套房不论面积统一3% 2：税：满两年不论面积 全免，不满二年 收全额的5.3%,,,,恐龙园旁边纯别墅区，物业为新城悦物业，有合院，联排，独栋，环境优美，门岗有保安24h值班,,目前空置，房东毛坯，带花园， 提前预约看房 诚心出售，价格可谈,,,,,,,
496,新中式联排别墅 边户 地下2层地上3层 实际使用400多平,1100万,54456,新北区恐龙园,龙湖原山,5室2厅1厨3卫,低楼层 (共3层),202㎡,,暂无数据,,南,未知结构,毛坯,,,暂无数据,2023-02-27,商品房,暂无数据,别墅,暂无数据,共有,无抵押,未上传房本照片,新中式联排别墅 边户 地下2层地上3层 实际使用400多平,诚心出售，证件齐，欢迎看房，随时恭候，如看中房子，价格可谈，看房方便。,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%.",此房产权清晰，房源真实，业主诚心出售，看房方便，全程陪同。。,,,,,,,,,暂无数据,,,
497,印山风华 叠墅 诚意出售（土建已经好了）,780万,26897,新北区恐龙园,嘉宏·印山风华,4室2厅1厨2卫,低楼层 (共6层),290㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2023-04-05,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,新北区恐龙园旁嘉宏印山风华，叠墅，位置佳,,税费信息满两年省增值税。首套房90M以下1%、90M以上15二套房90M以下1%90M以上2%三套房不论面积统-3%,,,,环境优美小区安静优雅绿化较好带有休闲设施，可在小区花园游玩，十分有情调。2.交通便利:公交车方向众多，外部道路宽阔，交通十分便利。3生活便利:小区内有，合理分布便利，生活用品及买菜+分便利，生活轻松。,本房开发商精装 品质 小区人车分流 环境优美 环境 带湿地公园 大型商场,,,,,,,,
498,户型方正，采光充足，交通便利，生活配套齐全。。,1500万,32189,新北区恐龙园,龙湖原山,5室2厅1厨3卫,低楼层 (共4层),466㎡,,暂无数据,,南,未知结构,精装,,,暂无数据,2022-09-20,商品房,暂无数据,别墅,暂无数据,非共有,无抵押,未上传房本照片,户型方正，采光充足，交通便利，生活配套齐全。。,诚心出售，证件齐，欢迎看房，随时恭候，如看中房子，价格可谈，看房方便。,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%.",此房产权清晰，房源真实，业主诚心出售，看房方便，全程陪同。。,,,,,,,,,暂无数据,,,
499,小区生活设施齐全。人车分流。此房满五。,470万,19896,新北区恐龙园,龙湖原山,4室2厅1厨2卫,低楼层 (共17层),236.24㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,两梯两户,有,暂无数据,2023-05-27,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,小区生活设施齐全。人车分流。此房满五。,,,,,配套齐全，有商场，chao市，菜场，银行，购物街，近万达、恐龙园、奥体等,龙湖原山小区，物业管理很好，全部人车分流哦，地上完全看不到车辆，安全性很好,,此房为全新毛坯房，可以按照自己喜好来装修，房东诚心出售，龙湖房子质量有保障。,,,,,,,
500,香树湾云景独栋别墅400平米前后都有院子小区中间位置,1500万,37500,新北区恐龙园,香树湾花园,5室3厅1厨4卫,低楼层 (共2层),400㎡,,暂无数据,,南,未知结构,简装,,,暂无数据,2023-08-22,商品房,暂无数据,别墅,暂无数据,共有,无抵押,未上传房本照片,小区中间位置 ，前后左右都有院子，有地下室，北进户,业主诚心出售，随时可以看房，产权清晰，如有看中，全程配套签约过户,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%，三套3% 2、增值税：产证满2年免收增值税，未满2年征收5.3％ 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,小区地理位置好，绿化多，居民素质高 配套：有健身器材，小型篮球场，可供小区居民使用 车位：停车位充足， 保安：小区内24小时保安巡逻,,,,,,暂无数据,,,
501,世茂二期经典3 居，二梯3户得房率高，看房有钥匙！,130万,15477,新北区恐龙园,世茂香槟湖二期,3室2厅1厨1卫,低楼层 (共22层),84㎡,暂无数据,暂无数据,暂无数据,南,未知结构,简装,两梯三户,有,暂无数据,2023-04-18,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,世茂二期经典3 居，二梯3户得房率高，看房方便有钥匙！,,"首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,离恐龙园600米 社区医院：工商银行、中国银行、建设银行其他：小区门口小吃，饭店多，兼顾口味多，小区内部配套：离横塘河湿地公园很，交通便利，出行方便,,,,小区门口永安共享出行方便， 小区门口就是公交车站台，公交车出行可以选择 Y2路; 53路; 50路；99路；302路；527路,,,,,,
502,恐龙园—世茂香槟湖-4房2卫毛坯急售,218万,15400,新北区恐龙园,世茂香槟湖二期,4室2厅1厨2卫,中楼层 (共33层),141.56㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-04-12,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,此房源户型方正，房东诚心出售可谈价，楼层光线好。。。。,,"税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",权属抵押： 此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,,,,适合年轻人结婚或者一家几口人居住，设施齐全，4个房间。小区安静舒适，上，学方便,,出门就是主路，有公交，共享大单车后续还会有地铁，高架出行也方便，无论步行，骑车，开车，或者后续地铁都方便,,,,,,
503,九龙仓时代院 毛坯房房东诚心出售,170万,19345,新北区恐龙园,九龙仓时代上院,3室2厅1厨1卫,高楼层 (共32层),87.88㎡,暂无数据,68.63㎡,板塔结合,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-07-01,商品房,2017-09-12,普通住宅,暂无数据,共有,无抵押,已上传房本照片,此房源户型方正，房东诚心出售可谈价，楼层光线好,业主空置，诚心出售，可全程陪看，欢迎随时看房，随时恭候，哈哈哈,"税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",此房产权清晰，房源真实，业主诚心出售，看房方便，房子无抵押，过户全程陪同,,,,,,,,,,,,
504,此房房龄5年内 诚心出售，看房方便,300万,21133,新北区恐龙园,世茂香槟湖三期,4室2厅1厨2卫,低楼层 (共27层),141.96㎡,暂无数据,暂无数据,板塔结合,南 北,钢混结构,毛坯,两梯三户,有,暂无数据,2023-07-01,商品房,2021-05-19,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,此房房龄5年内 诚心出售，看房方便,,,,,小区门口菜鸟驿站，小菜场，生活配套较全，距离恐龙园直线五百米左右，距离规划的龙湖天街两个路口，约五百米，南侧圣玛丽幼儿园直线距离五十米，距离新北万达商圈3.5公里,房子的建成年代近，楼下绿化很多，环境优美，人车分流，安全系数高，小区安保综合素质较高,,,小区门口共享单车，路边方便停车，小区内也可缴费临时停车，房子北侧距离公交车站100米，打车方便。,,,,,,
505,恐龙园繁华里世茂旁 毛坯小三房 楼层位置好,140万,15984,新北区恐龙园,九龙仓时代上院,3室1厅1厨1卫,高楼层 (共26层),87.59㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-10-18,商品房,2021-03-16,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,此房源满五年唯一，户型方正，楼层位置好,房子毛坯空置，诚心出售，可全程陪看，欢迎随时看房，随时恭候，,"税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",此房产权清晰，房源真实，业主诚心出售，看房方便，房子无抵押，过户全程陪同,,,,,,,,,,,,
506,香树湾云景，交通便利，紧靠恐龙园，配套齐全,230万,13691,新北区恐龙园,香树湾花园,2室2厅1厨3卫,高楼层 (共19层),168㎡,暂无数据,暂无数据,暂无数据,东南,未知结构,精装,暂无数据,暂无数据,暂无数据,2020-09-21,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,配套齐全，大平层，装修自住房，交通便利,,,,,汉江路沿街各种美食商品店铺及现代城、新区公园、中华恐龙园、高尔夫球场,绿化面积大，环境优美，中华恐龙园是你在茶余饭后休闲娱乐的好去处，居民素质高，乐于助人，地下车库车位充足，安保24小时巡逻,,,地理位置优越，多条公交路线直达市区火车站，交通出行选择多样，较近出行可公交，共享单车，较远出行，可选择高架或高速,,,,,,
507,联排合院、前后都有花园。房东诚心诚售、看房方便。,490万,21586,新北区恐龙园,香树湾花园,5室2厅1厨4卫,低楼层 (共3层),227㎡,,暂无数据,,南,未知结构,毛坯,,,暂无数据,2021-04-24,商品房,暂无数据,别墅,暂无数据,非共有,无抵押,未上传房本照片,联排合院、前后都有花园。小区绿化鲜花美的不要不要的。花香四溢,,,,,汉江路沿街各种美食商品店铺及现代城、新区公园、中华恐龙园、高尔夫球场,绿化面积大，环境优美，中华恐龙园是你在茶余饭后休闲娱乐的好去处，居民素质高，乐于助人，地下车库车位充足，安保24小时巡逻,,,地理位置优越，多条公交路线直达市区火车站，交通出行选择多样，较近出行可公交，共享单车，较远出行，可选择高架或高速,,,暂无数据,,,
508,世茂香槟湖别墅 湖心岛别墅 毛坯  有钥匙随时看,900万,35467,新北区恐龙园,世茂香槟湖南区,5室2厅1厨3卫,低楼层 (共3层),253.76㎡,,暂无数据,,南,钢混结构,毛坯,,,暂无数据,2021-05-07,商品房,暂无数据,别墅,暂无数据,共有,无抵押,未上传房本照片,恐龙园商圈，世茂香槟湖别墅区；毛坯别墅 诚心出售,,房屋产权:房子为商品房。税费信息:满两年 省增值税。 首套房90M以下1%、90M以上1.5二套房90M以下1%、90M以上2%三套房不论面积统-3%,,,小区生活设施齐全.、菜市场、银行、交通便捷;2、小区内有健身器材，小型篮球场，可供小区居民使用;3、小区内停车位充足，建有地上停车场和地下车库;4、小区内24小时保安巡逻。,环境优美:小区安静优雅，绿化较好，带有休闲设施，可在小区花园游玩，十分有情调。2.交通便利:公交车方向众多，外部道路宽阔，交通十分便利。3.生活便利:小区内有，合理分布便利，生活用品及买菜十分便利，生活轻松。,,,,,,联排,,,
509,房东诚售世茂三期四室，精装70多万，边户，中间楼层,350万,22169,新北区恐龙园,世茂香槟湖三期,4室2厅1厨2卫,高楼层 (共31层),157.88㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2022-03-10,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,此房满2年，房东精装70多万，边户，中间楼层，全天采光,,此房未满五唯一，需交1个点个税，且面积90平朝上，首套需交1.5个点契税，二套2个点，三套及以上需交3个点,,,小区紧靠恐龙园，紫荆公园，旁边就是东经120与在建的龙湖天街跟大型菜场，还有规划的地铁6号线,小区一共9栋高层，其余都是别墅，且人车分流。小区地理位置优越，环境优美，物业严谨，认真负责,,,,,,,,,
510,新上跃式户型 空中别墅 精装 Z央空调地暖新风 带车位,320万,24061,新北区恐龙园,世茂香槟湖四期,4室2厅1厨2卫,低楼层 (共33层),133㎡,暂无数据,暂无数据,板塔结合,南 北,钢混结构,精装,两梯三户,有,暂无数据,2022-09-19,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,此房户型方正，中间楼层，全天采光，跃式户型，得房率高,,,,户型方正，跃式户型，得房率高基本不需改动，全天采光，大落地窗，使用面积多。,小区地理位置优越，紧靠恐龙园，紫荆公园，东经120，还有在建的龙湖天街。,世茂香槟湖地块位于江苏省常州市高新区东南部，北邻恐龙园，南临青龙生活区，东西侧均为教育科研用地。规划范围东至东经120度，南至北塘河，西至老藻江河，北到河海东路。 世茂香槟湖总用地面积约为92万平米，建筑总面积约为136万平米,,,,,,,,,
511,世茂二期别墅 东边户 湖景房居 住感受好大院落,800万,34483,新北区恐龙园,世茂香槟湖一期,5室2厅1厨2卫,低楼层 (共3层),232㎡,,暂无数据,,南,钢混结构,毛坯,,,暂无数据,2022-05-27,商品房,暂无数据,别墅,暂无数据,共有,有抵押 20万元 业主自还,未上传房本照片,此房东边户大院子 湖景房 居住感受好 全新毛坯房,,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%，三套3% 2、增值税：产证满2年免收增值税，未满2年征收5.6％ 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,小区东在建大型菜场，北有世茂广场，各种生活配套完善，另有龙湖天街（在造）紧靠恐龙园（迪诺水镇）。南靠紫荆公园东经120金融圈。,此房为世茂新的二期，交付时间2012年，小区新，社区公共区域环境干净整洁。 自己的物业公司，物业服务好，收费低，24小时安保。,,,,,,联排,,,
512,江南水乡 环境优美 室内设施齐全  可拎包即住,520万,24881,天宁区恐龙园,长兴秀江南,4室2厅1厨5卫,低楼层 (共3层),209㎡,,暂无数据,,南 北,未知结构,简装,,,暂无数据,2021-01-19,商品房,暂无数据,别墅,暂无数据,非共有,有抵押 150万元 业主自还,未上传房本照片,豪 华装修，室内观光电梯 看房方便,,税费：首套房契税是1.5%，二套是2%，三套及以上是3%，个人所得税1%，如不满两年增加5.3%的增值税,,户型方正 房东装修的格局也很合理 地面三层 地下一层 带大花园 ，有边户窗户,,,环境优美 小区整体居住群体比较好，老少皆宜，欢迎您来入住风景很好,,,,,暂无数据,,,
